gene,label
CYP24A1,negative
PRKAB2,negative
CDYL,negative
FMR1,negative
NLRP9,negative
KPNA4,negative
SUMF2,negative
ZFP69B,negative
ZNF708,negative
GATB,negative
ELMOD1,negative
ARL17A,negative
STAP1,negative
DLK2,negative
WDR47,negative
SNCA,negative
HIST1H2BA,negative
PPA2,negative
ATXN2,negative
CCDC66,negative
HAT1,negative
CLEC10A,negative
GNG2,negative
KATNBL1,negative
GAST,negative
TTLL5,negative
STIM1,negative
ELP6,negative
OR7C1,negative
MFSD12,negative
RP9,negative
PTPRM,negative
DGCR6L,negative
MED14,negative
FNTA,negative
PTDSS2,negative
ATP5PB,negative
SLC4A7,negative
LAMTOR4,negative
CHM,negative
SEC24C,negative
UBE2U,negative
CALCB,negative
FAR2,negative
MAP4,negative
CPT1A,negative
GPR78,negative
GMFG,negative
CXCL13,negative
HIST2H2BF,negative
SNUPN,negative
ADGRF3,negative
SNTB1,negative
RTEL1,negative
BCAR3,negative
AIM2,negative
RBPMS2,negative
MECP2,negative
CBWD3,negative
ZNF384,negative
PSMG4,negative
SEC23B,negative
BCKDHB,negative
SLC11A2,negative
CTNNB1,negative
CCDC180,negative
HEG1,negative
EIF3J,negative
AP5M1,negative
SNX30,negative
HNRNPD,negative
PRSS21,negative
YLPM1,negative
PYDC1,negative
FDXACB1,negative
CDV3,negative
C9orf116,negative
TUBB2B,negative
FGFBP2,negative
CSN3,negative
PHLDB1,negative
VARS,negative
ROMO1,negative
RINT1,negative
POPDC3,negative
GFRA2,negative
SGCE,negative
MCOLN2,negative
SPG21,negative
TRMT11,negative
ERI2,negative
THEM6,negative
CLU,negative
CLIC6,negative
SIN3B,negative
SLC25A12,negative
TRAF3IP3,negative
REXO4,negative
ATP6V1C1,negative
HYPK,negative
VTN,negative
HLTF,negative
GDF2,negative
SHISA9,negative
KLHL42,negative
GPR25,negative
EYA1,negative
SDHAF4,negative
LIN7B,negative
CD33,negative
CRHR1,negative
TMEM245,negative
UBE2B,negative
CFD,negative
HBG2,negative
GCC2,negative
TM4SF19,negative
HSPA12A,negative
ANKRD22,negative
SRSF4,negative
EN2,negative
SHC1,negative
WBP11,negative
ZNF543,negative
OPALIN,negative
AGTR1,negative
OCEL1,negative
RAB23,negative
KLHL17,negative
ZNF236,negative
ADH5,negative
HK3,negative
SNTA1,negative
SLC7A6OS,negative
LLGL1,negative
OR51L1,negative
NXT1,negative
HACE1,negative
PCNT,negative
ARHGEF38,negative
SETBP1,negative
EMC3,negative
EPHA1,negative
ZDHHC2,negative
PSME2,negative
PRKD1,negative
PPFIBP2,negative
SEMG2,negative
TMEM126B,negative
SMAD7,negative
CDK18,negative
PSMB8,negative
TMEM147,negative
WDFY2,negative
LRRC23,negative
INSL6,negative
PNLIPRP1,negative
MT1E,negative
REEP2,negative
HSD11B2,negative
CLTC,negative
SAPCD2,negative
TBC1D8,negative
DHX36,negative
NDUFB8,negative
MSI2,negative
RLBP1,negative
CEBPD,negative
SPAG1,negative
CD300LF,negative
PABPC3,negative
SLC25A4,negative
CYB561D2,negative
FZD9,negative
PHLDB3,negative
AXIN1,negative
CBWD5,negative
SAR1B,negative
SPAG5,negative
CEMIP,negative
STRN4,negative
IER3,negative
ARRDC1,negative
TRIM65,negative
LEFTY1,negative
SINHCAF,negative
ALDH7A1,negative
IGFBP3,negative
WNT2,negative
HOXB9,negative
HGFAC,negative
BHLHE40,negative
FAM76A,negative
DHDH,negative
CYP8B1,negative
